,ADORA2A,ADORA2B,CD4,CD8A,CD27,CD28,CD40,CD45R0,CD45RA,CD272,CD274,CD276,CTLA4,CTLA4-TM,EOMES,FAS,FASLG,FOXP3,GNLY,GZMA,GZMB,GZMH,GZMK,GZMM,HAVCR2,ICOS,IFNG,IL2RA,IL2RG,IL7R,LAG3,NOX2,PRF1,SELL,SIGLEC7,TNF,TNFRSF4,TNFRSF9,TNFRSF18,TNFSF18,VISTA,VTCN1
1,7.444973029355491,25.312908299808672,58.81528693190838,38.71385975264856,76.68322220236156,46.9033300849396,28.290897511550867,61.04877884071503,43.9253408731974,10.422962241097688,27.54640020861532,36.48036784384191,10.422962241097688,5.955978423484393,11.167459544033237,38.71385975264856,3.7224865146777457,18.61243257338873,95.2956547757503,61.04877884071503,59.55978423484393,21.590421785130925,3.7224865146777457,12.656454149904336,10.422962241097688,33.50237863209971,11.911956846968787,31.268886723293065,97.52914668455693,43.9253408731974,16.378940664582082,3.7224865146777457,41.69184896439075,27.54640020861532,3.7224865146777457,32.757881329164164,8.93396763522659,33.50237863209971,14.889946058710983,2.2334919088066476,13.400951452839886,4.466983817613295
2,17.534562132317756,43.83640533079439,21.918202665397196,43.83640533079439,78.90552959542991,43.83640533079439,17.534562132317756,26.301843198476636,39.452764797714956,17.534562132317756,96.44009172774767,56.98732693003271,13.150921599238318,13.150921599238318,8.767281066158878,43.83640533079439,4.383640533079439,30.685483731556076,65.7546079961916,127.12557545930375,267.4020725178458,56.98732693003271,17.534562132317756,4.383640533079439,13.150921599238318,30.685483731556076,30.685483731556076,52.60368639695327,87.67281066158878,17.534562132317756,48.220045863873835,4.383640533079439,56.98732693003271,8.767281066158878,4.383640533079439,39.452764797714956,21.918202665397196,56.98732693003271,13.150921599238318,17.534562132317756,48.220045863873835,4.383640533079439
3,17.435547906546702,45.332424557021426,45.332424557021426,34.871095813093405,118.56172576451756,87.17773953273351,24.409767069165383,73.22930120749615,24.409767069165383,13.948438325237362,27.896876650474724,52.30664371964011,6.974219162618681,3.4871095813093405,10.461328743928021,45.332424557021426,3.4871095813093405,27.896876650474724,34.871095813093405,55.79375330094945,129.0230545084456,24.409767069165383,17.435547906546702,10.461328743928021,27.896876650474724,45.332424557021426,34.871095813093405,41.845314975712085,97.63906827666153,27.896876650474724,34.871095813093405,3.4871095813093405,66.25508204487747,27.896876650474724,6.974219162618681,69.74219162618681,20.922657487856043,59.28086288225878,20.922657487856043,24.409767069165383,20.922657487856043,3.4871095813093405
4,48.31991769898019,201.33299041241747,153.01307271343728,96.63983539796038,144.95975309694057,24.159958849490096,40.2665980824835,330.18610427636463,72.47987654847029,8.0533196164967,80.533196164967,153.01307271343728,8.0533196164967,0.0,24.159958849490096,225.49294926190757,0.0,48.31991769898019,16.1066392329934,16.1066392329934,120.79979424745048,48.31991769898019,16.1066392329934,104.69315501445709,24.159958849490096,80.533196164967,16.1066392329934,48.31991769898019,426.825939674325,177.17303156292738,48.31991769898019,8.0533196164967,8.0533196164967,8.0533196164967,8.0533196164967,56.37323731547689,48.31991769898019,193.27967079592077,32.2132784659868,64.4265569319736,16.1066392329934,0.0
5,3.84773825876865,36.55351345830218,50.02059736399245,21.162560423227575,161.6050068682833,79.84056886944948,0.0,75.03089604598868,110.62247493959869,0.9619345646921625,25.010298681996225,86.57411082229463,16.352887599766763,6.733541952845138,4.809672823460812,47.134793669915965,8.657411082229462,5.771607388152975,122.16568971590465,83.68830712821814,138.5185773156714,12.505149340998113,0.9619345646921625,16.352887599766763,13.467083905690275,43.287055411147314,23.0864295526119,17.314822164458924,101.96506385736923,1.923869129384325,11.54321477630595,0.0,90.42184908106327,38.4773825876865,6.733541952845138,44.24898997583948,14.429018470382438,36.55351345830218,24.048364117304065,9.619345646921625,19.23869129384325,6.733541952845138
6,5.99271492831818,14.98178732079545,50.93807689070453,98.87979631724997,95.88343885309088,74.90893660397724,23.97085971327272,56.93079181902271,32.959932105749985,2.99635746415909,11.98542985663636,41.94900449822726,8.989072392477269,2.99635746415909,0.0,56.93079181902271,2.99635746415909,5.99271492831818,59.9271492831818,110.86522617388633,89.8907239247727,20.97450224911363,0.0,2.99635746415909,14.98178732079545,53.93443435486362,20.97450224911363,26.96721717743181,74.90893660397724,11.98542985663636,35.956289569909075,0.0,23.97085971327272,8.989072392477269,0.0,65.91986421149997,29.9635746415909,8.989072392477269,14.98178732079545,0.0,2.99635746415909,0.0
7,6.7008728926762595,107.21396628282015,26.803491570705038,93.81222049746764,107.21396628282015,174.22269520958275,40.20523735605756,6.7008728926762595,180.92356810225903,6.7008728926762595,120.61571206817268,194.32531388761154,6.7008728926762595,6.7008728926762595,93.81222049746764,20.10261867802878,26.803491570705038,20.10261867802878,33.5043644633813,33.5043644633813,214.4279325656403,67.0087289267626,33.5043644633813,0.0,6.7008728926762595,73.70960181943886,26.803491570705038,33.5043644633813,207.72705967296406,60.30785603408634,53.606983141410076,0.0,301.5392801704317,6.7008728926762595,13.401745785352519,100.5130933901439,46.90611024873382,33.5043644633813,0.0,0.0,6.7008728926762595,26.803491570705038
8,8.844586611136181,48.645226361249,8.844586611136181,66.33439958352136,75.17898619465754,35.378346444544725,0.0,0.0,150.35797238931508,4.422293305568091,66.33439958352136,48.645226361249,4.422293305568091,0.0,22.111466527840452,22.111466527840452,13.266879916704273,39.800639750112815,256.4930117229493,132.66879916704272,106.13503933363418,0.0,39.800639750112815,17.689173222272363,13.266879916704273,22.111466527840452,53.06751966681709,48.645226361249,199.00319875056408,48.645226361249,13.266879916704273,0.0,8.844586611136181,53.06751966681709,8.844586611136181,110.55733263920227,22.111466527840452,168.04714561158744,8.844586611136181,17.689173222272363,26.533759833408546,0.0
9,3.624478020503099,65.24060436905577,57.991648328049585,83.36299447157127,163.10151092263945,47.118214266540285,21.746868123018594,76.11403843056507,0.0,3.624478020503099,32.62030218452789,39.86925822553409,14.497912082012396,14.497912082012396,7.248956041006198,90.61195051257747,0.0,21.746868123018594,14.497912082012396,25.37134614352169,123.23225269710537,3.624478020503099,3.624478020503099,10.873434061509297,57.991648328049585,43.49373624603719,28.995824164024793,39.86925822553409,134.10568675861467,7.248956041006198,65.24060436905577,3.624478020503099,32.62030218452789,36.24478020503099,0.0,72.48956041006198,14.497912082012396,3.624478020503099,10.873434061509297,10.873434061509297,14.497912082012396,0.0
10,3.715268082891656,3.715268082891656,26.006876580241595,66.87482549204981,74.30536165783313,59.4442893262665,3.715268082891656,63.159557409158154,59.4442893262665,14.861072331566625,7.430536165783312,3.715268082891656,14.861072331566625,14.861072331566625,3.715268082891656,33.437412746024904,3.715268082891656,11.145804248674969,96.59697015518306,92.8817020722914,78.02062974072479,3.715268082891656,11.145804248674969,14.861072331566625,11.145804248674969,44.583216994699875,11.145804248674969,63.159557409158154,100.31223823807471,44.583216994699875,26.006876580241595,3.715268082891656,81.73589782361644,11.145804248674969,3.715268082891656,40.86794891180822,11.145804248674969,11.145804248674969,33.437412746024904,3.715268082891656,14.861072331566625,11.145804248674969
