p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,4.96955352810627,0.484,0.02,0,7,TLR2
0,4.91413803408643,0.903,0.152,0,7,CCL2
0,4.89223872960275,0.241,0.012,0,7,SPP1
0,4.88636065561613,0.976,0.584,0,7,ICAM1
0,4.7794418450581,0.895,0.256,0,7,CXCL10
0,4.77340092412605,0.881,0.23,0,7,CXCL8
0,4.75522493217258,0.906,0.127,0,7,NT5E
0,4.65446562447584,0.962,0.265,0,7,IER3
0,4.6448261333693,0.898,0.114,0,7,HLA-DRB3
0,4.56605043208168,0.452,0.059,0,7,CXCL9
0,4.53471448995951,0.207,0.011,0,7,IL6
0,4.42796737653922,0.951,0.345,0,7,LIF
0,4.3966424307737,0.798,0.076,0,7,FOSL1
0,4.27177223672648,0.185,0.01,0,7,IL12A
0,4.08214336384757,0.75,0.086,0,7,SEMA7A
0,3.78650976371773,0.714,0.063,0,7,PYCR1
0,3.77105414980419,0.948,0.261,0,7,HLA-DQB1
0,3.64336213132679,0.387,0.046,0,7,CCL20
0,3.48971104992431,0.867,0.199,0,7,CD9
0,3.36382800886533,0.568,0.049,0,7,EGR3
0,3.27741193056328,0.968,0.524,0,7,HLA-DQA1
0,3.05975969964541,0.832,0.268,0,7,HLA-DMB
0,3.05267249557546,0.961,0.49,0,7,HLA-DMA
0,2.99774620636268,0.984,0.708,0,7,HLA-DRA
0,2.82831448822874,0.828,0.194,0,7,IL15RA
0,2.65925087582359,0.968,0.622,0,7,LAP3
0,2.59776230030445,0.486,0.094,0,7,GLG1
1.35754811837718e-293,2.56845250820392,0.275,0.055,3.47532318304558e-291,7,AIM2
0,2.50765469729422,0.998,0.932,0,7,LGALS1
1.71071067581566e-110,2.42615581325366,0.108,0.022,4.37941933008809e-108,7,CSF2
0,2.41091202028422,0.971,0.711,0,7,HLA-DPA1
0,2.24688147816607,0.884,0.338,0,7,TRIB2
0,2.19722173980108,0.802,0.288,0,7,FOXO3
0,2.03894831052371,0.981,0.72,0,7,ANXA5
0,1.99632691213183,0.98,0.746,0,7,HLA-DPB1
1.74302382213898e-98,1.87753813334386,0.355,0.169,4.46214098467579e-96,7,CCNB1
1.41857610417965e-176,1.85947234366943,0.386,0.148,3.6315548266999e-174,7,PTTG2
2.17635410968947e-72,1.59805254831697,0.207,0.085,5.57146652080503e-70,7,BCL6
4.68744632080036e-113,1.57560251559933,0.25,0.09,1.19998625812489e-110,7,CD274
0,1.43215779741999,0.72,0.295,0,7,NAMPT
0,1.07538785605232,0.973,0.873,0,7,CD44
6.88824347231935e-34,1.05715805032753,0.661,0.599,1.76339032891375e-31,7,APOBEC3G
0,1.0416212414874,0.942,0.662,0,7,STAT1
1.697586342805e-288,1.03602226334322,0.888,0.525,4.34582103758081e-286,7,LGALS3
0.000627550368870877,0.774516770729658,0.113,0.09,0.160652894430945,7,EGR1
3.1984624984713e-96,0.737793166678777,0.473,0.242,8.18806399608653e-94,7,UBE2C
1.08627092192983e-38,0.573138649207034,0.448,0.301,2.78085356014037e-36,7,IFNGR1
8.01074513073626e-85,0.561169278121759,0.388,0.191,2.05075075346848e-82,7,TK1
1.19169993207278e-100,0.521289927836788,0.85,0.557,3.05075182610631e-98,7,DUSP4
1.17405196439157e-56,0.456635817842083,0.943,0.857,3.00557302884242e-54,7,FYN
0,3.76389486782417,0.214,0.022,0,8,KLRC3
4.44492691406894e-188,2.74167730384615,0.155,0.026,1.13790129000165e-185,8,IRF8
1.65544366023019e-219,2.52973238557549,0.24,0.053,4.23793577018929e-217,8,KLRC4
0,2.39256301834013,0.346,0.074,0,8,PECAM1
0,1.97631033881793,0.92,0.333,0,8,KLRK1
0,1.86768954802832,0.854,0.367,0,8,CD8B
8.73149657971309e-282,1.84452346307417,0.475,0.151,2.23526312440655e-279,8,TCF7
2.36399570938434e-75,1.7782406085376,0.197,0.076,6.05182901602391e-73,8,TRDC
0,1.64446769038342,0.969,0.428,0,8,CD8A
2.16935462142264e-94,1.44244326250197,0.265,0.105,5.55354783084197e-92,8,VNN2
0,1.33837614301779,0.883,0.494,0,8,CTSW
5.88233309237532e-39,1.17562431609493,0.154,0.07,1.50587727164808e-36,8,IKZF2
7.31701950704513e-18,1.1449198482875,0.108,0.058,1.87315699380355e-15,8,GZMK
8.95769112773063e-48,1.05785608950617,0.438,0.298,2.29316892869904e-45,8,TARP-refseq
1.86419734032102e-115,1.04477698678642,0.718,0.546,4.77234519122181e-113,8,LEF1
5.33147634284778e-33,1.0214100142522,0.196,0.105,1.36485794376903e-30,8,CD244
1.5024259581134e-23,1.01831650279845,0.314,0.228,3.84621045277029e-21,8,CCL4
1.40156826480196e-96,1.0109772941392,0.722,0.567,3.58801475789302e-94,8,CCR7
1.2045659879745e-11,0.953556137139124,0.104,0.064,3.08368892921473e-09,8,B3GAT1
2.81874198972227e-40,0.939607833085227,0.403,0.266,7.21597949368902e-38,8,DUSP2
1.688355118657e-15,0.890599097705098,0.367,0.295,4.32218910376193e-13,8,TYMS
2.13175412331077e-17,0.886296740672204,0.177,0.112,5.45729055567557e-15,8,KLRG1
7.3793230503317e-44,0.871179313393476,0.367,0.231,1.88910670088491e-41,8,TXK
7.97503516932517e-40,0.864585730799949,0.318,0.193,2.04160900334724e-37,8,CBLB
2.99804333126205e-21,0.805597944555569,0.229,0.148,7.67499092803085e-19,8,CHI3L2
7.62686968026286e-114,0.715911749257637,0.839,0.565,1.95247863814729e-111,8,NKG7
5.77072186302527e-66,0.680857837303728,0.702,0.547,1.47730479693447e-63,8,STAT6
2.88959163564917e-07,0.650000181758972,0.246,0.201,7.39735458726187e-05,8,TK1
2.58487886064147e-87,0.634058779074414,0.885,0.784,6.61728988324216e-85,8,CD7
1.02819425620402e-10,0.632022394457507,0.322,0.26,2.6321772958823e-08,8,TOP2A
1.33052284228961e-107,0.606172621874133,0.959,0.869,3.40613847626139e-105,8,CXCR4
1.62808059159097e-07,0.605072731154649,0.449,0.409,4.16788631447288e-05,8,MYC
6.90297396148678e-26,0.601571683442454,0.475,0.371,1.76716133414062e-23,8,STAT5A
1.87271859876491e-16,0.581573345510435,0.308,0.229,4.79415961283817e-14,8,GZMH
3.76759050045585e-07,0.576544718411163,0.25,0.207,9.64503168116697e-05,8,AURKB
2.68825642055443e-25,0.571592578481304,0.457,0.348,6.88193643661934e-23,8,PASK
8.73317414807919e-117,0.563025797507299,0.974,0.874,2.23569258190827e-114,8,CD48
8.43782473040912e-26,0.519675057519358,0.481,0.365,2.16008313098474e-23,8,C10orf54
1.79762867082542e-09,0.479462572190213,0.22,0.165,4.60192939731308e-07,8,MKI67
3.72203449439663e-34,0.468554172798778,0.671,0.553,9.52840830565538e-32,8,STAT4
8.39331342379228e-19,0.455850997294085,0.452,0.357,2.14868823649082e-16,8,CNOT2
5.92388095068191e-35,0.453690776373954,0.807,0.742,1.51651352337457e-32,8,IER5
1.12725685835452e-25,0.449550020120177,0.702,0.621,2.88577755738757e-23,8,CD27
0.00504352101901271,0.442147863118544,0.566,0.569,1,8,HMGB2
1.89807829793266e-15,0.438793690269513,0.173,0.112,4.85908044270762e-13,8,CCL3
1.24887223043138e-65,0.438442221479947,0.912,0.844,3.19711290990432e-63,8,RUNX3
1.75783185411221e-37,0.402109940653106,0.717,0.596,4.50004954652726e-35,8,APOBEC3G
1.48585208500049e-06,0.400828071517232,0.14,0.103,0.000380378133760125,8,HMMR
8.12295134842077e-71,0.385864181478998,0.989,0.982,2.07947554519572e-68,8,BTG1
5.08722155724769e-32,0.362100257575979,0.901,0.831,1.30232871865541e-29,8,PIK3IP1
0,4.37711099414316,0.498,0.064,0,9,TRDC
0,4.35900505973048,0.422,0.045,0,9,KLRC1
1.41908409195711e-211,2.76203100999141,0.584,0.294,3.63285527541019e-209,9,TARP-refseq
7.56895001640087e-149,2.31239791131627,0.202,0.043,1.93765120419862e-146,9,ZBTB16
3.87886941352775e-39,2.22868746908275,0.176,0.078,9.92990569863103e-37,9,CXCL9
8.79844504413508e-179,2.1951766411219,0.352,0.105,2.25240193129858e-176,9,KLRG1
3.67498962901143e-156,2.12409498213288,0.501,0.223,9.40797345026927e-154,9,GNLY
4.34044477423775e-65,2.11012726566353,0.457,0.288,1.11115386220486e-62,9,CXCL10
2.18550245781049e-76,2.02851699130519,0.447,0.262,5.59488629199486e-74,9,CXCL8
2.80065485863622e-97,1.98616287017922,0.396,0.189,7.16967643810873e-95,9,CCL2
6.11432288391851e-161,1.92542290036042,0.343,0.106,1.56526665828314e-158,9,CCL3
4.0356507489262e-62,1.72165739149253,0.46,0.3,1.03312659172511e-59,9,IER3
6.32594871693026e-58,1.6938338779645,0.253,0.114,1.61944287153415e-55,9,FOSL1
5.2730583740247e-145,1.61583827824005,0.5,0.224,1.34990294375032e-142,9,KLRB1
2.49795708133873e-135,1.58464755725128,0.502,0.221,6.39477012822716e-133,9,CCL4
9.36040500212869e-43,1.5328195003748,0.15,0.058,2.39626368054495e-40,9,IL18RAP
5.90695959506862e-51,1.4952531573351,0.172,0.065,1.51218165633757e-48,9,FASLG
2.08417600053173e-65,1.41810406146068,0.412,0.232,5.33549056136122e-63,9,CD9
1.22948864611021e-69,1.40831098097249,0.341,0.167,3.14749093404214e-67,9,NT5E
5.53571810180412e-18,1.36646802972502,0.124,0.064,1.41714383406185e-15,9,CCL20
1.50422935843397e-30,1.35295914184789,0.479,0.377,3.85082715759097e-28,9,LIF
3.76773927697287e-31,1.35025329094219,0.194,0.099,9.64541254905054e-29,9,PYCR1
6.81376729544065e-37,1.34879092708474,0.669,0.605,1.74432442763281e-34,9,ICAM1
2.24147938349512e-73,1.3269160482815,0.334,0.154,5.73818722174751e-71,9,HLA-DRB3
9.14947854642962e-96,1.29602192593499,0.725,0.574,2.34226650788598e-93,9,NKG7
1.79254179683023e-80,1.28042259341615,0.508,0.293,4.58890699988538e-78,9,HLA-DMB
2.60898665745545e-82,1.23625287860969,0.737,0.543,6.67900584308595e-80,9,HLA-DQA1
2.07615474509889e-111,1.15096673888832,0.897,0.717,5.31495614745316e-109,9,HLA-DRA
2.11717870858179e-41,1.12268518587079,0.438,0.297,5.41997749396938e-39,9,HLA-DQB1
2.74509422093686e-59,1.11525728847796,0.96,0.935,7.02744120559835e-57,9,LGALS1
9.57276279211275e-95,1.04130688944213,0.842,0.694,2.45062727478087e-92,9,CCL5
2.86042379414948e-17,1.01075319039421,0.199,0.123,7.32268491302267e-15,9,SEMA7A
1.6348620806129e-56,1.00761041268525,0.531,0.362,4.18524692636902e-54,9,CCR5
2.26248868611036e-82,0.978536403816874,0.715,0.509,5.79197103644252e-80,9,HLA-DMA
4.45498256941896e-78,0.913293295817981,0.746,0.597,1.14047553777125e-75,9,APOBEC3G
1.46134370138282e-21,0.912729423192877,0.149,0.077,3.74103987554003e-19,9,EGR3
2.19862144624681e-70,0.912079099754906,0.616,0.426,5.62847090239184e-68,9,GZMA
2.72924662570097e-21,0.892866345186467,0.327,0.228,6.98687136179449e-19,9,IL15RA
2.53391453999448e-93,0.8695331017552,0.895,0.719,6.48682122238586e-91,9,HLA-DPA1
3.53879945365178e-23,0.86358199342001,0.193,0.106,9.05932660134857e-21,9,CD244
4.23996730594854e-48,0.85347090607219,0.654,0.584,1.08543163032283e-45,9,CST7
1.55542213859124e-68,0.839970716718566,0.575,0.357,3.98188067479358e-66,9,KLRK1
1.24420705448143e-36,0.837873878763301,0.591,0.503,3.18517005947247e-34,9,PRF1
2.88774263005545e-21,0.797784260108921,0.67,0.642,7.39262113294194e-19,9,LAP3
3.04106915316833e-29,0.754531728556943,0.341,0.214,7.78513703211093e-27,9,CXCR6
2.8344923788531e-39,0.717361510290551,0.624,0.511,7.25630048986394e-37,9,CTSW
1.36384168869995e-25,0.658102373450314,0.78,0.734,3.49143472307187e-23,9,ANXA5
2.92837719143639e-15,0.654253692930426,0.31,0.223,7.49664561007715e-13,9,NCR3
1.46080043531077e-16,0.634074738887662,0.404,0.315,3.73964911439558e-14,9,FOXO3
1.96521169338788e-28,0.633652792607282,0.395,0.265,5.03094193507298e-26,9,CCR2
5.63213233839093e-116,2.8321768430645,0.159,0.029,1.44182587862808e-113,10,IRF8
0,2.43972378436246,0.631,0.153,0,10,TCF7
3.19401804414763e-175,1.91849854600888,0.742,0.4,8.17668619301793e-173,10,MYC
0,1.83902543522582,0.956,0.563,0,10,CCR7
0,1.71947635832646,0.926,0.543,0,10,LEF1
3.6448647904334e-96,1.50343466216334,0.491,0.23,9.33085386350951e-94,10,TXK
1.0151979815603e-137,1.44301896420783,0.879,0.704,2.59890683279437e-135,10,IL4R
4.96992906154574e-146,1.29580483052135,0.81,0.547,1.27230183975571e-143,10,STAT6
1.08478932165329e-16,1.2494345324751,0.12,0.058,2.77706066343242e-14,10,FOXP1
4.32748353770414e-29,1.16948464015486,0.271,0.149,1.10783578565226e-26,10,CHI3L2
2.9988143408187e-11,1.15708976165677,0.33,0.244,7.67696471249586e-09,10,LTA
1.26940302914919e-38,1.12910531978724,0.492,0.34,3.24967175462193e-36,10,BCL2
1.77608058081528e-33,1.03037429389808,0.345,0.198,4.54676628688712e-31,10,TNFRSF25
1.45698396889587e-48,1.0101554779804,0.553,0.37,3.72987896037344e-46,10,STAT5A
3.60884013669578e-68,0.97557721662968,0.757,0.521,9.23863074994121e-66,10,SELL
1.4499459033365e-82,0.974609323425841,0.788,0.595,3.71186151254145e-80,10,GIMAP5
2.55437578730799e-114,0.954031582159682,0.884,0.672,6.53920201550847e-112,10,STAT1
8.82736097239089e-126,0.938567439555371,0.934,0.831,2.25980440893207e-123,10,PIK3IP1
1.59934477784297e-46,0.921508017271186,0.554,0.365,4.094322631278e-44,10,C10orf54
1.65828927158844e-13,0.919240111885355,0.169,0.099,4.2452205352664e-11,10,IL6R
1.06818964758991e-78,0.902194906068714,0.805,0.653,2.73456549783016e-76,10,STAT3
3.08925729928896e-111,0.901221197073895,0.842,0.554,7.90849868617973e-109,10,IL7R
9.41476691582123e-10,0.8838643352399,0.154,0.097,2.41018033045023e-07,10,CD274
6.0031854586307e-179,0.875768497645052,0.983,0.876,1.53681547740946e-176,10,CD48
2.14087036122e-73,0.857952122053584,0.839,0.68,5.48062812472321e-71,10,ITK
6.54654476745044e-71,0.857740758174018,0.808,0.626,1.67591546046731e-68,10,CD69
4.49417270350177e-23,0.849713732712578,0.4,0.269,1.15050821209645e-20,10,DUSP2
1.04137030062251e-18,0.847379173242248,0.37,0.26,2.66590796959361e-16,10,GIMAP7
6.04943221376811e-38,0.78607704246367,0.678,0.545,1.54865464672464e-35,10,BCL11B
5.30645020377062e-98,0.761621083491143,0.93,0.785,1.35845125216528e-95,10,CD7
5.54504720892629e-09,0.720668527847515,0.17,0.112,1.41953208548513e-06,10,VNN2
1.58453315440627e-08,0.715839167535692,0.239,0.176,4.05640487528005e-06,10,FOXO1
1.49896519520594e-47,0.711642252058221,0.765,0.649,3.83735089972722e-45,10,CD247
3.08344934523169e-32,0.696730167117631,0.716,0.623,7.89363032379312e-30,10,TNFSF10
1.5800181355223e-55,0.679680548971619,0.815,0.685,4.04484642693709e-53,10,IL23R
8.81581854882086e-16,0.675668547323436,0.428,0.332,2.25684954849814e-13,10,DPP4
1.03309425513187e-05,0.671478035634874,0.128,0.088,0.00264472129313759,10,PECAM1
7.64293121685175e-21,0.663482614466332,0.478,0.358,1.95659039151405e-18,10,CNOT2
3.0197278512779e-122,0.659008251432215,0.995,0.982,7.73050329927143e-120,10,BTG1
3.04817013431024e-61,0.655625363290701,0.835,0.618,7.80331554383422e-59,10,CD27
2.34796733394968e-09,0.633555984551455,0.22,0.153,6.01079637491118e-07,10,IL18R1
4.59471283687075e-17,0.628707781165996,0.595,0.519,1.17624648623891e-14,10,JUNB
1.24352628178893e-22,0.575624353128492,0.645,0.557,3.18342728137966e-20,10,STAT4
8.92696055894144e-32,0.557869980783581,0.779,0.683,2.28530190308901e-29,10,FYB
1.17447948441645e-14,0.541083484390845,0.583,0.514,3.0066674801061e-12,10,CLEC2D
2.57834871394465e-46,0.501472819850939,0.859,0.726,6.6005727076983e-44,10,CD5
1.77682941784378e-58,0.498013460277938,0.959,0.872,4.54868330968008e-56,10,CXCR4
7.58800223974436e-07,0.462033749287011,0.399,0.345,0.000194252857337456,10,ZAP70
1.29091469467384e-12,0.422581816049763,0.52,0.41,3.30474161836504e-10,10,S1PR1
4.1806988635439e-167,0.419451302925258,1,1,1.07025890906724e-164,10,HLA-C
