p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
3.20824415166808e-70,1.02180502601588,0.181,0.09,8.21310502827029e-68,3,IL6R
0,0.980914899065495,0.982,0.557,0,3,CD4
6.48260014342188e-62,0.9539540959228,0.348,0.232,1.659545636716e-59,3,LTA
3.75893741444911e-27,0.83988822253397,0.107,0.061,9.62287978098972e-25,3,TNFRSF4
1.03774197658551e-111,0.706502235342486,0.712,0.542,2.65661946005891e-109,3,IL7R
1.3417656599847e-157,0.705385520555096,0.693,0.485,3.43492008956083e-155,3,TRAT1
7.08633564269321e-224,0.679022854760452,0.889,0.706,1.81410192452946e-221,3,CD5
5.9243899439011e-66,0.676404984774139,0.406,0.277,1.51664382563868e-63,3,TNF
6.42212796645673e-07,0.668430513341364,0.286,0.261,0.000164406475941292,3,TOP2A
8.54375092206853e-14,0.666916381182239,0.138,0.1,2.18720023604954e-11,3,HMMR
7.13858878557518e-28,0.648781471633642,0.21,0.145,1.82747872910725e-25,3,NINJ2
1.05071795414572e-56,0.647049176896277,0.342,0.228,2.68983796261304e-54,3,CCR4
1.43506032956121e-08,0.617312052037851,0.194,0.164,3.67375444367669e-06,3,MKI67
2.6770804900643e-262,0.605833561485306,0.971,0.872,6.8533260545646e-260,3,CD6
0.00404051252561325,0.579572656756353,0.264,0.254,1,3,UBE2C
2.18687172898526e-07,0.573977726435962,0.233,0.206,5.59839162620227e-05,3,AURKB
2.08829282315288e-17,0.541585150377628,0.17,0.123,5.34602962727136e-15,3,CD300A
3.70874910995838e-22,0.533154767367641,0.207,0.148,9.49439772149346e-20,3,IL18R1
7.80500024067199e-13,0.508708217188571,0.609,0.563,1.99808006161203e-10,3,HMGB2
3.0345744593312e-183,0.503398495390848,0.961,0.79,7.76851061588788e-181,3,SPOCK2
3.67478114577321e-27,0.482498274114529,0.267,0.193,9.40743973317943e-25,3,TNFRSF25
3.24943574746329e-57,0.472758538921761,0.535,0.406,8.31855551350601e-55,3,SLAMF1
7.03996181047137e-30,0.470218583795662,0.342,0.259,1.80223022348067e-27,3,FAS
4.44401196531604e-53,0.435814840332758,0.518,0.394,1.13766706312091e-50,3,ICOS
2.5243210972974e-60,0.433358943838788,0.687,0.556,6.46226200908135e-58,3,LTB
8.54271791100243e-81,0.430408128213689,0.863,0.771,2.18693578521662e-78,3,TNFRSF1B
1.81621887423677e-27,0.429841724991638,0.406,0.325,4.64952031804614e-25,3,RORA
2.05197196140727e-06,0.407062289551838,0.269,0.239,0.00052530482212026,3,TIGIT
6.53521785515199e-11,0.397669932182655,0.157,0.12,1.67301577091891e-08,3,IL12RB2
4.53657498679819e-147,0.379266218004247,0.994,0.931,1.16136319662034e-144,3,CD2
7.64437438832412e-90,0.378859916464412,0.885,0.777,1.95695984341097e-87,3,ARL4C
1.77221546940469e-23,0.371869623126008,0.408,0.331,4.53687160167601e-21,3,JUN
7.73735185507437e-65,0.369114996758739,0.786,0.672,1.98076207489904e-62,3,FYB
4.63860754318897e-36,0.366038338455701,0.608,0.509,1.18748353105638e-33,3,JUNB
1.86962723044396e-08,0.354430677394121,0.252,0.215,4.78624570993654e-06,3,CXCR6
1.78228626002664e-17,0.343025156707272,0.393,0.327,4.5626528256682e-15,3,DUSP1
1.39585614454594e-38,0.34083550553667,0.505,0.395,3.5733917300376e-36,3,CTLA4
5.55234647708641e-66,0.338034777428063,0.988,0.934,1.42140069813412e-63,3,TRBC2
5.41919115666402e-05,0.336349637524937,0.202,0.177,0.0138731293610599,3,CCNB1
3.32251675527242e-44,0.33168981875376,0.811,0.736,8.5056428934974e-42,3,IER5
9.91482883460238e-09,0.326046031302389,0.183,0.148,2.53819618165821e-06,3,CHI3L2
5.52498144104242e-19,0.324470785117123,0.415,0.345,1.41439524890686e-16,3,PASK
6.1221549928447e-29,0.321876877051287,0.718,0.683,1.56727167816824e-26,3,ITGA4
5.82275921548293e-123,0.320881470962116,0.999,0.949,1.49062635916363e-120,3,TRAC
5.37069331803852e-12,0.312050475197602,0.218,0.172,1.37489748941786e-09,3,FOXO1
1.10417187692526e-139,0.307240133216677,0.997,0.929,2.82668000492866e-137,3,LCK
2.27369828811859e-52,0.305081593039787,0.935,0.866,5.8206676175836e-50,3,CXCR4
2.05759212799873e-70,1.8589152477774,0.105,0.035,5.26743584767676e-68,4,ZBED2
5.28133570933978e-88,1.72958023316944,0.111,0.033,1.35202194159098e-85,4,RORC
1.85806436540553e-127,1.31695290209725,0.289,0.125,4.75664477543816e-125,4,CD40LG
0,1.16497464384904,0.973,0.576,0,4,CD4
4.14421144979458e-212,1.12188296014341,0.683,0.41,1.06091813114741e-209,4,CD70
9.70600461003568e-27,1.09843039521385,0.302,0.228,2.48473718016913e-24,4,GNLY
1.83478929820461e-68,1.08225208913016,0.246,0.126,4.69706060340379e-66,4,IFNG
1.87738554598827e-34,1.00761505752855,0.121,0.061,4.80610699772998e-32,4,B3GAT1
5.72403408517136e-93,0.969432962341733,0.427,0.255,1.46535272580387e-90,4,CCR2
3.25797566981523e-112,0.921996439533633,0.595,0.391,8.340417714727e-110,4,CTLA4
1.38578708482863e-39,0.916161411738886,0.267,0.171,3.54761493716129e-37,4,ENTPD1
6.94676314426445e-28,0.908857867526938,0.308,0.226,1.7783713649317e-25,4,GZMH
3.7086684139706e-98,0.866392005307793,0.639,0.464,9.49419113976475e-96,4,IL2RA
3.55990880353171e-139,0.859701762234671,0.623,0.403,9.11336653704117e-137,4,SLAMF1
4.45046501923862e-52,0.839070431353784,0.252,0.144,1.13931904492509e-49,4,NINJ2
1.89027513441106e-134,0.814128059167102,0.586,0.347,4.83910434409233e-132,4,CCR5
8.97186990009109e-92,0.766981164042892,0.686,0.533,2.29679869442332e-89,4,LGALS3
4.48409063529752e-171,0.76315872709502,0.918,0.769,1.14792720263616e-168,4,TNFRSF1B
9.47188372934964e-96,0.752233090877693,0.549,0.357,2.42480223471351e-93,4,PRDM1
1.46091145418777e-63,0.751135837153575,0.536,0.395,3.73993332272068e-61,4,GZMB
1.0095733985869e-06,0.73600880440588,0.143,0.113,0.000258450790038248,4,CCL3
6.53679986710006e-10,0.733813000452474,0.287,0.243,1.67342076597762e-07,4,LTA
1.80454760277259e-14,0.720046629489218,0.102,0.063,4.61964186309783e-12,4,TNFRSF4
3.36816830923133e-120,0.702375574584293,0.746,0.558,8.62251087163219e-118,4,DUSP4
2.67995856827365e-23,0.662475607688925,0.251,0.176,6.86069393478053e-21,4,LAIR2
1.76909585636555e-42,0.648766728714559,0.348,0.233,4.5288853922958e-40,4,CCR4
8.4798785725036e-74,0.598353038682274,0.588,0.419,2.17084891456092e-71,4,GZMA
2.46536838898932e-18,0.584861365744329,0.182,0.124,6.31134307581266e-16,4,CD300A
1.76073125278788e-186,0.582056397551343,0.986,0.906,4.50747200713698e-184,4,IL2RB
2.49498136112824e-101,0.559368456498059,0.815,0.675,6.3871522844883e-99,4,ITGA4
1.39011043052495e-23,0.53395704381405,0.373,0.286,3.55868270214388e-21,4,TNF
2.40794446508452e-124,0.524294949424015,0.855,0.714,6.16433783061638e-122,4,HLA-DPA1
3.63326829286983e-82,0.515467115151768,0.837,0.753,9.30116682974677e-80,4,HLA-DPB1
1.11470766937251e-64,0.509029169927962,0.804,0.674,2.85365163359363e-62,4,CCND2
6.42038528387783e-73,0.487128738215558,0.73,0.572,1.64361863267272e-70,4,CST7
1.01057146413816e-13,0.477564088215494,0.44,0.377,2.58706294819369e-11,4,LAG3
6.03698781380364e-38,0.475092012465901,0.776,0.692,1.54546888033373e-35,4,CCL5
4.02580053449006e-27,0.473449947509407,0.402,0.304,1.03060493682946e-24,4,HAVCR2
3.65017768095193e-44,0.446466203321331,0.602,0.472,9.34445486323693e-42,4,IL12RB1
7.53770641142243e-32,0.430682516922245,0.602,0.497,1.92965284132414e-29,4,PRF1
2.5866310632898e-33,0.430570329818608,0.453,0.338,6.62177552202188e-31,4,FOXP3
4.09917362190445e-24,0.417581900315233,0.497,0.401,1.04938844720754e-21,4,ICOS
1.51869467392187e-47,0.409382305941165,0.349,0.224,3.88785836523998e-45,4,KLRB1
4.12991272390547e-181,0.400836004757881,0.983,0.932,1.0572576573198e-178,4,LGALS1
0.000147094155487662,0.366110176925524,0.246,0.217,0.0376561038048414,4,CXCR6
1.90578426320647e-19,0.364676526376202,0.316,0.236,4.87880771380855e-17,4,TBX21
4.39250885135127e-09,0.360970719577012,0.404,0.352,1.12448226594592e-06,4,IRF4
2.69467165311777e-95,0.336451387244685,0.992,0.934,6.8983594319815e-93,4,CD2
4.2538331038146e-126,0.326329396585378,0.855,0.712,1.08898127457654e-123,4,HLA-DRA
6.41619213123223e-05,0.313634376824671,0.149,0.123,0.0164254518559545,4,IL12RB2
0,2.69729163718034,0.731,0.187,0,5,GZMH
0,2.63490925757412,0.361,0.093,0,5,CCL3
0,2.5808544744548,0.609,0.2,0,5,GNLY
0,2.53843811635898,0.924,0.359,0,5,GZMB
0,2.34490009397092,0.409,0.082,0,5,CD244
0,2.30333363218814,0.68,0.191,0,5,CCL4
0,2.02760601496745,0.98,0.543,0,5,NKG7
0,2.02210283545622,0.405,0.111,0,5,IFNG
2.28821078167352e-196,1.94800312979494,0.212,0.056,5.8578196010842e-194,5,FASLG
0,1.91955802200921,0.885,0.392,0,5,GZMA
0,1.9106093790897,0.912,0.469,0,5,PRF1
0,1.7718108227787,0.978,0.674,0,5,CCL5
0,1.73167725965477,0.978,0.41,0,5,CD8A
3.0424340086295e-133,1.6616893539496,0.176,0.053,7.78863106209152e-131,5,KLRC4
0,1.57514689530058,0.877,0.336,0,5,LAG3
0,1.51906376776522,0.883,0.318,0,5,KLRK1
0,1.51655656445585,0.927,0.478,0,5,CTSW
0,1.44547672247998,0.955,0.552,0,5,CST7
4.97779205521703e-66,1.43053041955427,0.136,0.053,1.27431476613556e-63,5,ZNF683
0,1.39742836618824,0.773,0.331,0,5,CCR5
2.32771214867848e-150,1.32860158351073,0.363,0.163,5.9589431006169e-148,5,ENTPD1
0,1.24528801340202,0.951,0.343,0,5,CD8B
4.97184323376974e-104,1.24454454089048,0.331,0.169,1.27279186784505e-101,5,LAIR2
4.68039328731211e-109,1.20405481122044,0.249,0.103,1.1981806815519e-106,5,KLRG1
0,1.1331955506688,0.638,0.275,0,5,TARP-refseq
3.56761645831264e-113,0.993512575869844,0.42,0.226,9.13309813328035e-111,5,TBX21
5.50571349055656e-98,0.963356446123394,0.316,0.154,1.40946265358248e-95,5,MKI67
2.90963405920436e-32,0.918482987450435,0.121,0.061,7.44866319156317e-30,5,B3GAT1
3.80399086110686e-85,0.907877259755048,0.452,0.285,9.73821660443356e-83,5,TYMS
1.9337822750956e-58,0.865064014862445,0.382,0.253,4.95048262424474e-56,5,TOP2A
1.70785691986668e-53,0.817360972824249,0.32,0.2,4.3721137148587e-51,5,AURKB
2.03655396008151e-39,0.793585825738289,0.348,0.247,5.21357813780867e-37,5,UBE2C
1.34629867965643e-59,0.791590140670361,0.663,0.56,3.44652461992046e-57,5,HMGB2
0,0.783414587651114,0.961,0.742,0,5,HLA-DPB1
2.05040290823704e-34,0.77766423417977,0.176,0.099,5.24903144508681e-32,5,HMMR
1.91117241048023e-202,0.74615817336161,0.818,0.583,4.89260137082939e-200,5,APOBEC3G
3.7050184536705e-22,0.706826194706115,0.105,0.058,9.48484724139649e-20,5,KLRC1
1.01764008621448e-26,0.705125106721025,0.109,0.056,2.60515862070908e-24,5,GZMK
6.26565846081742e-48,0.687374357350208,0.31,0.193,1.60400856596926e-45,5,TK1
0,0.682979069445192,0.95,0.706,0,5,HLA-DPA1
8.20984881697438e-78,0.653905149332356,0.478,0.298,2.10172129714544e-75,5,HAVCR2
5.0699377606166e-142,0.604088665452869,0.802,0.554,1.29790406671785e-139,5,DUSP4
0,0.594645574960667,0.855,0.523,0,5,HLA-DQA1
3.43994844678427e-16,0.588287819390445,0.134,0.085,8.80626802376773e-14,5,PECAM1
2.86969731477521e-30,0.519904175704987,0.581,0.477,7.34642512582453e-28,5,ITGAE
4.74031135968227e-16,0.516916836295269,0.184,0.128,1.21351970807866e-13,5,IL9R
7.16464448763278e-75,0.506449664679251,0.609,0.418,1.83414898883399e-72,5,CD70
2.20286170348152e-23,0.488723952470462,0.249,0.174,5.63932596091268e-21,5,CCNB1
0,0.439652449240713,0.951,0.703,0,5,HLA-DRA
3.7504246609705e-12,0.426277905850644,0.157,0.11,9.60108713208449e-10,5,VNN2
3.48020842573183e-290,2.66993914719936,0.233,0.046,8.90933356987349e-288,6,ZNF683
0,1.85826871904891,0.988,0.416,0,6,CD8A
4.1121700856104e-238,1.8312872684884,0.317,0.093,1.05271554191626e-235,6,CD244
0,1.73471042366597,0.877,0.326,0,6,KLRK1
0,1.63529496531144,0.955,0.551,0,6,NKG7
1.52022294513546e-76,1.59445405368659,0.149,0.053,3.89177073954678e-74,6,GZMK
2.63894609092659e-99,1.57351064491964,0.168,0.055,6.75570199277207e-97,6,KLRC4
2.13040738640715e-98,1.53114711486605,0.178,0.061,5.4538429092023e-96,6,FASLG
3.73716811628958e-117,1.49791476592178,0.222,0.079,9.56715037770132e-115,6,PECAM1
0,1.49348895996036,0.94,0.681,0,6,CCL5
5.79168643794863e-271,1.48164151530716,0.526,0.21,1.48267172811485e-268,6,GZMH
0,1.44902332385634,0.947,0.351,0,6,CD8B
0,1.36275390051356,0.894,0.486,0,6,CTSW
7.56012472068777e-241,1.30913068235508,0.513,0.211,1.93539192849607e-238,6,CCL4
0,1.20768507172452,0.77,0.351,0,6,LAG3
1.83790111319578e-262,1.20207026626916,0.742,0.41,4.70502684978119e-260,6,GZMA
3.26008490609702e-228,1.15349674223092,0.665,0.345,8.34581735960836e-226,6,CCR5
0,1.09398204293892,0.763,0.379,0,6,GZMB
1.09025033247579e-263,1.03584585925685,0.813,0.482,2.79104085113803e-261,6,PRF1
7.12336736270192e-249,0.947433327298511,0.865,0.564,1.82358204485169e-246,6,CST7
2.92734720220215e-35,0.896465093636521,0.195,0.109,7.4940088376375e-33,6,KLRG1
1.93008485609947e-66,0.850121520255265,0.388,0.231,4.94101723161465e-64,6,TBX21
1.07412233442397e-18,0.830459560467476,0.105,0.058,2.74975317612537e-16,6,IL18RAP
8.55248297320149e-51,0.807431777612971,0.241,0.128,2.18943564113958e-48,6,IFNG
2.07788089020614e-155,0.79618466286831,0.55,0.287,5.31937507892773e-153,6,TARP-refseq
3.49595079924853e-43,0.78899059039733,0.588,0.478,8.94963404607623e-41,6,ITGAE
1.33709414424514e-53,0.743979646796319,0.349,0.209,3.42296100926757e-51,6,CXCR6
1.25818869204826e-11,0.715632275824518,0.1,0.063,3.22096305164355e-09,6,B3GAT1
1.29287988176819e-27,0.654660071187348,0.315,0.22,3.30977249732658e-25,6,NCR3
2.76836907412168e-38,0.594429662610082,0.2,0.109,7.08702482975149e-36,6,CCL3
4.17478048086762e-85,0.524617050302263,0.75,0.591,1.06874380310211e-82,6,APOBEC3G
2.03142140203991e-11,0.50336745611759,0.158,0.111,5.20043878922216e-09,6,VNN2
6.94645363233941e-90,0.499431537214684,0.802,0.587,1.77829212987889e-87,6,CXCR3
2.21401986911087e-12,0.495344002063004,0.22,0.164,5.66789086492383e-10,6,MKI67
5.3660881060217e-46,0.492270466354715,0.354,0.225,1.37371855514155e-43,6,GNLY
2.35566534999529e-22,0.463815452461607,0.258,0.174,6.03050329598795e-20,6,ENTPD1
3.38315301830014e-10,0.431183820173088,0.176,0.129,8.66087172684835e-08,6,IL9R
2.70247887397389e-09,0.355870364807473,0.248,0.196,6.91834591737317e-07,6,CBLB
9.14367878377175e-14,0.308923447292272,0.382,0.307,2.34078176864557e-11,6,HAVCR2
5.76148803641865e-08,0.301070229242746,0.314,0.262,1.47494093732317e-05,6,CD3G
1.59042982670759e-06,0.251550990190637,0.306,0.261,0.000407150035637144,6,TOP2A
